"Introduction to Computation and Programming Using Python : With Application to Understanding Data","The new edition of an introductory text that teaches students the art of computational problem solving, covering topics ranging from simple algorithms to information visualization.This book introduces students with little or no prior programming experience to the art of computational problem solving using Python and various Python libraries, including PyLab. It provides students with skills that will enable them to make productive use of computational techniques, including some of the tools and techniques of data science for using computation to model and interpret data. The book is based on an MIT course (which became the most popular course offered through MIT's OpenCourseWare) and was developed for use not only in a conventional classroom but in in a massive open online course (MOOC). This new edition has been updated for Python 3, reorganized to make it easier to use for courses that cover only a subset of the material, and offers additional material including five new chapters.Students are introduced to Python and the basics of programming in the context of such computational concepts and techniques as exhaustive enumeration, bisection search, and efficient approximation algorithms. Although it covers such traditional topics as computational complexity and simple algorithms, the book focuses on a wide range of topics not found in most introductory texts, including information visualization, simulations to model randomness, computational techniques to understand data, and statistical techniques that inform (and misinform) as well as two related but relatively advanced topics: optimization problems and dynamic programming. This edition offers expanded material on statistics and machine learning and new chapters on Frequentist and Bayesian statistics.",38.8,Paperback,07.01,09.02,0.83,2016,9780262529624.jpg
"Programming the Raspberry Pi, Second Edition: Getting Started with Python","An updated guide to programming your own Raspberry Pi projectsLearn to create inventive programs and fun games on your powerful Raspberry Pi-with no programming experience required. This practical book has been revised to fully cover the new Raspberry Pi 2, including upgrades to the Raspbian operating system. Discover how to configure hardware and software, write Python scripts, create user-friendly GUIs, and control external electronics. DIY projects include a hangman game, RGB LED controller, digital clock, and RasPiRobot complete with an ultrasonic rangefinder.Updated for Raspberry Pi 2Set up your Raspberry Pi and explore its features Navigate files, folders, and menus Write Python programs using the IDLE editor Use strings, lists, functions, and dictionaries Work with modules, classes, and methods Create user-friendly games using Pygame Build intuitive user interfaces with Tkinter Attach external electronics through the GPIO port Add powerful Web features to your projects",11.53,Paperback,5.98,09.02,0.51,2015,9781259587405.jpg
"SQL For Dummies","Uncover the secrets of SQL and start building better relational databases today!This fun and friendly guide will help you demystify database management systems so you can create more powerful databases and access information with ease. Updated for the latest SQL functionality, SQL For Dummies, 8th Edition covers the core SQL language and shows you how to use SQL to structure a DBMS, implement a database design, secure your data, and retrieve information when you need it. Includes new enhancements of SQL:2011, including temporal data functionality which allows you to set valid times for transactions to occur and helps prevent database corruptionCovers creating, accessing, manipulating, maintaining, and storing information in relational database management systems like Access, Oracle, SQL Server, and MySQLProvides tips for keeping your data safe from theft, accidental or malicious corruption, or loss due to equipment failures and advice on eliminating errors in your work Don't be daunted by database development anymore - get SQL For Dummies, 8th Edition, and you'll be on your way to SQL stardom.",15.75,Paperback,7.4,9.1,1.1,2013,9781118607961.jpg
"Specification by Example","Specification by Example is a must-read for anyone serious about delivering software that matters. In it, author Adzic shares the secrets of how teams all over the world specify, develop, test, and deliver the right software, without defects, in very short iterative delivery cycles.",30.77,Paperback,7.3,9.1,0.8,2011,9781617290084.jpg
"Programming Game AI By Example","Programming Game AI By Example Provides A Comprehensive And Practical Introduction To The “Bread And Butter” AI Techniques Used By The Game Development Industry, Leading The Reader Through The Process Of Designing, Programming, And Implementing Intelligent Agents For Action Games Using The C++ Programming Language. Techniques Covered Include State- And Goal-Based Behavior, Inter-Agent Communication, Individual And Group Steering Behaviors, Team AI, Graph Theory, Search, Path Planning And Optimization, Triggers, Scripting, Scripted Finite State Machines, Perceptual Modeling, Goal Evaluation, Goal Arbitration, And Fuzzy Logic.",33.14,Paperback,6,8.8,1.1,2009,9781556220784.jpg
"Scratch for Kids for Dummies","Scratch is a fast, fun, and easy way to get started in computer science Do you want to make cool games, impressive animations, and become an all-around Scratch super star? You've come to the right place! Packed with full-color photos and easy-to-follow instructions, Scratch For Kids For Dummies makes it easy to get started even if you've never attempted computer programming or coding. Inside, you'll find out how to design and develop your own games, create amazing animations, interact with the online Scratch community, and much more! There's no doubting that Scratch is fun, but it also helps you learn to think creatively, reason symmetrically, and work collaboratively essential skills for life in the 21st century. Best of all, the software is completely free and runs right in your web browser! With the help of this down-to-earth and friendly guide, you'll quickly discover how to choose from a library of characters, backgrounds, and props, draw your own options, and open another user's project, modify it, and publish it online all with the click of a button. * Create games, stories, and animations * Learn programming * Share your projects with the Scratch community * Participate in the Scratch forums If you're looking to make the most of MIT's Scratch software but don't quite know where to start, everything you need to try your hand at this popular multimedia programming tool is right here. So what are you waiting for?",17.6,Paperback,7.48,9.13,01.02,2015,9781119014874.jpg
"HTML & Css : Design and Build Websites","A full-color introduction to the basics of HTML and CSS from the publishers of Wrox! Every day, more and more people want to learn some HTML and CSS. Joining the professional web designers and programmers are new audiences who need to know a little bit of code at work (update a content management system or e-commerce store) and those who want to make their personal blogs more attractive. Many books teaching HTML and CSS are dry and only written for those who want to become programmers, which is why this book takes an entirely new approach. * Introduces HTML and CSS in a way that makes them accessible to everyone hobbyists, students, and professionals and it s full-color throughout * Utilizes information graphics and lifestyle photography to explain the topics in a simple way that is engaging * Boasts a unique structure that allows you to progress through the chapters from beginning to end or just dip into topics of particular interest at your leisure This educational book is one that you will enjoy picking up, reading, then referring back to. It will make you wish other technical topics were presented in such a simple, attractive and engaging way! This book is also available as part of a set in hardcover - Web Design with HTML, CSS, JavaScript and jQuery, 9781119038634; and in softcover - Web Design with HTML, CSS, JavaScript and jQuery, 9781118907443.",24.89,Hardback,7.9,9.5,1.5,2014,9781118871645.jpg
"Drawing Basics And Video Game Art","This is a comprehensive, hands-on guide to learning the basic drawing skills needed to successfully create video game art. ""Drawing Basics for Video Game Art"" demonstrates how fine art principles like drawing skills, anatomy, values and lighting and colour all apply to the creation of artwork for video games. The book features artwork from such hit video games as ""Halo Reach"", ""Zelda"", ""Super Mario Galaxy 2"", ""World of Warcraft"", ""Grand Theft Auto"", ""Heavy Rain"" and ""Little Big Planet"". Included are examples of classic to contemporary fine art in order to further show the reader the same basic principles still apply to all art forms and that video game art is very much still art.",19.39,Paperback,8.5,10,0.79,2012,9780823098477.jpg
"Cracking the PM Interview : How to Land a Product Manager Job in Technology","How many pizzas are delivered in Manhattan? How do you design an alarm clock for the blind? What is your favorite piece of software and why? How would you launch a video rental service in India? This book will teach you how to answer these questions and more. Cracking the PM Interview is a comprehensive book about landing a product management role in a startup or bigger tech company. Learn how the ambiguously-named ""PM"" (product manager / program manager) role varies across companies, what experience you need, how to make your existing experience translate, what a great PM resume and cover letter look like, and finally, how to master the interview: estimation questions, behavioral questions, case questions, product questions, technical questions, and the super important ""pitch.""",23.5,Paperback,5.98,8.9,0.79,2013,9780984782819.jpg
"Level Up! The Guide to Great Video Game Design","Want to design your own video games? Let expert Scott Rogers show you how! If you want to design and build cutting-edge video games but aren t sure where to start, then the SECOND EDITION of the acclaimed Level Up! is for you! Written by leading video game expert Scott Rogers, who has designed the hits Pac Man World, Maximo and SpongeBob Squarepants, this updated edition provides clear and well-thought out examples that forgo theoretical gobbledygook with charmingly illustrated concepts and solutions based on years of professional experience. Level Up! 2nd Edition has been NEWLY EXPANDED to teach you how to develop marketable ideas, learn what perils and pitfalls await during a game s pre-production, production and post-production stages, and provide even more creative ideas to serve as fuel for your own projects including: Developing your game design from the spark of inspiration all the way to productionLearning how to design the most exciting levels, the most precise controls, and the fiercest foes that will keep your players challengedCreating games for mobile and console systems including detailed rules for touch and motion controlsMonetizing your game from the design upWriting effective and professional design documents with the help of brand new examples Level Up! 2nd Edition is includes all-new content, an introduction by David God of War Jaffe and even a brand-new chili recipe making it an even more indispensable guide for video game designers both in the field and the classroom. Grab your copy of Level Up! 2nd Edition and let s make a game!",18.64,Paperback,7.3,9.2,1.2,2014,9781118877166.jpg
"Seven Languages in Seven Weeks : A Pragmatic Guide to Learning Programming Languages","Ruby, Io, Prolog, Scala, Erlang, Clojure, Haskell. With Seven Languages in Seven Weeks, by Bruce A. Tate, you'll go beyond the syntax-and beyond the 20-minute tutorial you'll find someplace online. This book has an audacious goal: to present a meaningful exploration of seven languages within a single book. Rather than serve as a complete reference or installation guide, Seven Languages hits what's essential and unique about each language. Moreover, this approach will help teach you how to grok new languages. For each language, you'll solve a nontrivial problem, using techniques that show off the language's most important features. As the book proceeds, you'll discover the strengths and weaknesses of the languages, while dissecting the process of learning languages quickly--for example, finding the typing and programming models, decision structures, and how you interact with them. Among this group of seven, you'll explore the most critical programming models of our time. Learn the dynamic typing that makes Ruby, Python, and Perl so flexible and compelling. Understand the underlying prototype system that's at the heart of JavaScript. See how pattern matching in Prolog shaped the development of Scala and Erlang. Discover how pure functional programming in Haskell is different from the Lisp family of languages, including Clojure. Explore the concurrency techniques that are quickly becoming the backbone of a new generation of Internet applications. Find out how to use Erlang's let-it-crash philosophy for building fault-tolerant systems. Understand the actor model that drives concurrency design in Io and Scala. Learn how Clojure uses versioning to solve some of the most difficult concurrency problems. It's all here, all in one place. Use the concepts from one language to find creative solutions in another-or discover a language that may become one of your favorites.",22.55,Paperback,7.5,9.8,1,2010,9781934356593.jpg
"Lean from the Trenches : Managing Large-Scale Projects with Kanban","From start to finish, you'll see what it takes to develop a successful agile project. Find out how the Swedish police combined XP, Scrum, and Kanban to modernize their department--and learn how you can apply those same principles to your own workplace. We start with an organization in desperate need of a new way of doing things and finish with a group of sixty, all working in sync to develop a scalable, complex system. You'll walk through the project step by step, from customer engagement, to the daily ""cocktail party,"" version control, bug tracking, and release. In this honest look at what works--and what doesn't--you'll find out how to: * Make quality everyone's business, not just the testers. * Keep everyone moving in the same direction without micromanagement. * Use simple and powerful metrics to aid in planning and process improvement. * Balance between low-level feature focus and high-level system focus. You'll be ready to jump into the trenches yourself as you apply those same techniques to your own software development projects.",19.41,Paperback,7.48,8.9,0.63,2016,9781934356852.jpg
"Secrets of the JavaScript Ninja","In Secrets of the JavaScript Ninja, JavaScript expert John Resig reveals the inside know-how of the elite JavaScript programmers. Written to be accessible to JavaScript developers with intermediate-level skills.This book takes readers on a journey towards mastering modern JavaScript development in three phases: design, construction, and maintenance. It first establishes a base of strong, advanced JavaScript knowledge. The book then teaches readers how to construct a JavaScript library. It examines all the numerous tasks JavaScript libraries have to tackle and provides practical solutions and development strategies. It then presents the various maintenance techniques required to keep their code running well into the future.With Secrets of the JavaScript Ninja readers will gain the knowledge and Ninja-like skills to build their own JavaScript libraries, or to understand how to use any modern JavaScript library available. What's inside: IntroductionTesting and debuggingFunctionsClosuresFunction prototypesTimersRegular expressionsWith statementsCode evaluationStrategies for cross-browser codeCSS Selector EngineDOM modificationAttributes and CSSEventsAjaxAnimationPerformance",23.24,Paperback,7.32,7.52,0.08,2014,9781933988696.jpg
"Head First HTML and CSS : A Learner's Guide to Creating Standards-Based Web Pages","Tired of reading HTML books that only make sense after you're an expert? Then it's about time you picked up Head First HTML and really learned HTML. You want to learn HTML so you can finally create those web pages you've always wanted, so you can communicate more effectively with friends, family, fans, and fanatic customers. You also want to do it right so you can actually maintain and expand your web pages over time so they work in all browsers and mobile devices. Oh, and if you've never heard of CSS, that's okay--we won't tell anyone you're still partying like it's 1999--but if you're going to create web pages in the 21st century then you'll want to know and understand CSS. Learn the real secrets of creating web pages, and why everything your boss told you about HTML tables is probably wrong (and what to do instead). Most importantly, hold your own with your co-worker (and impress cocktail party guests) when he casually mentions how his HTML is now strict, and his CSS is in an external style sheet. With Head First HTML, you'll avoid the embarrassment of thinking web-safe colors still matter, and the foolishness of slipping a font tag into your pages.Best of all, you'll learn HTML and CSS in a way that won't put you to sleep. If you've read a Head First book, you know what to expect: a visually-rich format designed for the way your brain works. Using the latest research in neurobiology, cognitive science, and learning theory, this book will load HTML and CSS into your brain in a way that sticks. So what are you waiting for? Leave those other dusty books behind and come join us in Webville. Your tour is about to begin.",27.5,Paperback,8,9.2,1.2,2015,9780596159900.jpg
"The R Book","Hugely successful and popular text presenting an extensive and comprehensive guide for all R users The R language is recognized as one of the most powerful and flexible statistical software packages, enabling users to apply many statistical techniques that would be impossible without such software to help implement such large data sets. R has become an essential tool for understanding and carrying out research. This edition: Features full colour text and extensive graphics throughout.Introduces a clear structure with numbered section headings to help readers locate information more efficiently.Looks at the evolution of R over the past five years.Features a new chapter on Bayesian Analysis and Meta-Analysis.Presents a fully revised and updated bibliography and reference section.Is supported by an accompanying website allowing examples from the text to be run by the user. Praise for the first edition: `...if you are an R user or wannabe R user, this text is the one that should be on your shelf. The breadth of topics covered is unsurpassed when it comes to texts on data analysis in R.' (The American Statistician, August 2008) `The High-level software language of R is setting standards in quantitative analysis. And now anybody can get to grips with it thanks to The R Book...' ( Professional Pensions, July 2007)",66.77,Hardback,7.72,10,1.81,2012,9780470973929.jpg
"Applying UML and Patterns : An Introduction to Object-Oriented Analysis and Design and Iterative Development","This edition contains Larman's usual accurate and thoughtful writing. It is a very good book made even better.-Alistair Cockburn, author, Writing Effective Use Cases and Surviving OO Projects""Too few people have a knack for explaining things. Fewer still have a handle on software analysis and design. Craig Larman has both.""-John Vlissides, author, Design Patterns and Pattern Hatching""People often ask me which is the best book to introduce them to the world of OO design. Ever since I came across it Applying UML and Patterns has been my unreserved choice.""-Martin Fowler, author, UML Distilled and Refactoring""This book makes learning UML enjoyable and pragmatic by incrementally introducing it as an intuitive language for specifying the artifacts of object analysis and design. It is a well written introduction to UML and object methods by an expert practitioner.""-Cris Kobryn, Chair of the UML Revision Task Force and UML 2.0 Working GroupA brand new edition of the world's most admired introduction to object-oriented analysis and design with UML Fully updated for UML 2 and the latest iterative/agile practices Includes an all-new case study illustrating many of the book's key pointsApplying UML and Patterns is the world's #1 business and college introduction to ""thinking in objects""-and using that insight in real-world object-oriented analysis and design. Building on two widely acclaimed previous editions, Craig Larman has updated this book to fully reflect the new UML 2 standard, to help you master the art of object design, and to promote high-impact, iterative, and skillful agile modeling practices.Developers and students will learn object-oriented analysis and design (OOA/D) through three iterations of two cohesive, start-to-finish case studies. These case studies incrementally introduce key skills, essential OO principles and patterns, UML notation, and best practices. You won't just learn UML diagrams-you'll learn how to apply UML in the context of OO software development. Drawing on his unsurpassed experience as a mentor and consultant, Larman helps you understand evolutionary requirements and use cases, domain object modeling, responsibility-driven design, essential OO design, layered architectures, ""Gang of Four"" design patterns, GRASP, iterative methods, an agile approach to the Unified Process (UP), and much more. This edition's extensive improvements include A stronger focus on helping you master OOA/D through case studies that demonstrate key OO principles and patterns, while also applying the UML New coverage of UML 2, Agile Modeling, Test-Driven Development, and refactoring Many new tips on combining iterative and evolutionary development with OOA/D Updates for easier study, including new learning aids and graphics New college educator teaching resources Guidance on applying the UP in a light, agile spirit, complementary with other iterative methods such as XP and Scrum Techniques for applying the UML to documenting architectures A new chapter on evolutionary requirements, and much moreApplying UML and Patterns, Third Edition, is a lucid and practical introduction to thinking and designing with objects-and creating systems that are well crafted, robust, and maintainable.",69.48,Hardback,8.4,10.3,1.7,2004,9780131489066.jpg
"Agile Principles, Patterns, and Practices in C#","With the award-winning book Agile Software Development: Principles, Patterns, and Practices, Robert C. Martin helped bring Agile principles to tens of thousands of Java and C++ programmers. Now .NET programmers have a definitive guide to agile methods with this completely updated volume from Robert C. Martin and Micah Martin, Agile Principles, Patterns, and Practices in C#.This book presents a series of case studies illustrating the fundamentals of Agile development and Agile design, and moves quickly from UML models to real C# code. The introductory chapters lay out the basics of the agile movement, while the later chapters show proven techniques in action. The book includes many source code examples that are also available for download from the authors' Web site.Readers will come away from this book understandingAgile principles, and the fourteen practices of Extreme Programming Spiking, splitting, velocity, and planning iterations and releases Test-driven development, test-first design, and acceptance testing Refactoring with unit testing Pair programming Agile design and design smells The five types of UML diagrams and how to use them effectively Object-oriented package design and design patterns How to put all of it together for a real-world projectWhether you are a C# programmer or a Visual Basic or Java programmer learning C#, a software development manager, or a business analyst, Agile Principles, Patterns, and Practices in C# is the first book you should read to understand agile software and how it applies to programming in the .NET Framework.",54.83,Hardback,7.1,9.3,1.7,2006,9780131857254.jpg
"Starting Out with Python, Global Edition","This text is intended for a one-semester introductory programming course for students with limited programming experience. In Starting Out with Python (R), Third Edition Tony Gaddis' evenly-paced, accessible coverage introduces students to the basics of programming and prepares them to transition into more complicated languages. Python, an easy-to-learn and increasingly popular object-oriented language, allows readers to become comfortable with the fundamentals of programming without the troublesome syntax that can be challenging for novices. With the knowledge acquired using Python, students gain confidence in their skills and learn to recognize the logic behind developing high-quality programs.Starting Out with Python discusses control structures, functions, arrays, and pointers before objects and classes. As with all Gaddis texts, clear and easy-to-read code listings, concise and practical real-world examples, detail-oriented explanations, and an abundance of exercises appear in every chapter. Teaching and Learning ExperienceThis program presents a better teaching and learning experience-for you and your students. It will help: Enhance Learning with the Gaddis Approach: Gaddis's accessible approach features clear and easy-to-read code listings, concise real-world examples, and exercises in every chapter. Support Instructors and Students: Student and instructor resources are available to expand on the topics presented in the text. Keep Your Course Current: This edition's programs have been tested with Python 3.3.2.",71.42,"Mixed media product",08.03,10.08,0.94,2014,9781292065502.jpg
"Learn To Program With Minecraft","You've bested creepers, traveled deep into caves, and maybe even gone to The End and back--but have you ever transformed a sword into a magic wand? Built a palace in the blink of an eye? Designed your own color-changing disco dance floor? In Learn to Program with Minecraft(R), you'll do all this and more with the power of Python, a free language used by millions of professional and first-time programmers! Begin with some short, simple Python lessons and then use your new skills to modify Minecraft to produce instant and totally awesome results. Learn how to customize Minecraft to make mini-games, duplicate entire buildings, and turn boring blocks into gold. You'll also write programs that: -Take you on an automated teleportation tour around your Minecraft world -Build massive monuments, pyramids, forests, and more in a snap! -Make secret passageways that open when you activate a hidden switch -Create a spooky ghost town that vanishes and reappears elsewhere -Show exactly where to dig for rare blocks -Cast a spell so that a cascade of flowers (or dynamite if you're daring!) follows your every move -Make mischief with dastardly lava traps and watery curses that cause huge floods Whether you're a Minecraft megafan or a newbie, you'll see Minecraft in a whole new light while learning the basics of programming. Sure, you could spend all day mining for precious resources or building your mansion by hand, but with the power of Python, those days are over! Requires: Windows 7 or later; OS X 10.10 or later; or a Raspberry Pi. Uses Python 3",23.83,Paperback,07.01,9.21,1,2016,9781593276706.jpg
"Foundations of Software Testing ISTQB Certification","Now in its third edition, Foundations of Software Testing: ISTQB Certification is the essential guide to software testing and to the ISTQB Foundation qualification. Completely updated to comprehensively reflect the most recent changes to the ISTQB Foundation Syllabus, the book adopts a practical, hands-on approach, covering the fundamental topics that every system and software tester should know. The authors are themselves developers of the ISTQB syllabus and are highly respected international authorities, teachers and authors within the field of software testing.",52.05,Paperback,7.32,11.42,0.55,2012,9781408044056.jpg
"Head First C# : A Learner's Guide to Real-World Programming with C#, XAML, and .NET","Head First C# is a complete learning experience for learning how to program with C#, XAML, the .NET Framework, and Visual Studio. Fun and highly visual, this introduction to C# is designed to keep you engaged and entertained from first page to last. You'll build a fully functional video game in the opening chapter, and then learn how to use classes and object-oriented programming, draw graphics and animation, and query data with LINQ and serialize it to files. And you'll do it all by creating games, solving puzzles, and doing hands-on projects. By the time you're done, you'll be a solid C# programmer - and you'll have a great time along the way!Create a fun arcade game in the first chapter, and build games and other projects throughout the book Learn how to use XAML to design attractive and interactive pages and windows Build modern Windows Store apps using the latest Microsoft technology Learn WPF (Windows Presentation Foundation) using the downloadable WPF Learner's Guide Using the Model-View-ViewModel (MVVM) pattern to create robust architecture Build a bonus Windows Phone project and run it in the Visual Studio Windows Phone emulator Projects in the book work with all editions of Visual Studio, including the free Express editions.",32.55,Paperback,7.95,9.21,1.81,2015,9781449343507.jpg
